transaction_id,amount,merchant_category,device_change_flag,ip_change_flag,hour_of_day,user_txn_count_30d,time_since_last_txn_min,is_fraud
102,181.38,electronics,0,0,21,19,213.5,0
103,141.95,electronics,0,0,17,12,109.7,0
104,76.26,entertainment,1,0,18,20,110.7,0
105,73.23,utilities,0,0,5,16,232.2,0
106,75.79,grocery,0,1,9,15,60.6,0
107,56.3,pharmacy,0,0,19,16,86.9,0
108,382.09,travel,0,1,12,13,73.3,0
109,148.9,electronics,0,0,15,11,418.4,0
110,67.82,utilities,0,0,9,10,108.1,0
111,74.83,pharmacy,0,0,16,19,1439.7,0
112,173.51,electronics,0,0,21,16,221.6,0
113,70.36,electronics,0,0,2,17,251.8,0
114,260.02,entertainment,1,1,5,8,57.1,1
115,169.17,utilities,0,0,16,19,45.8,0
116,228.86,pharmacy,0,0,14,18,385.9,1
117,122.51,travel,0,0,9,23,340.4,0
118,110.55,electronics,1,0,5,24,417.0,0
119,90.04,travel,0,1,10,11,110.8,0
120,172.67,fuel,0,0,10,17,92.0,0
121,33.78,utilities,1,0,13,18,37.1,0
122,141.06,pharmacy,0,0,19,11,600.3,0
123,113.78,utilities,0,0,10,20,303.1,0
124,322.22,pharmacy,0,0,22,11,181.7,0
125,207.94,utilities,0,0,15,19,1006.4,0
126,106.56,dining,0,0,6,12,268.5,0
127,66.39,travel,0,0,21,16,118.2,0
128,57.13,electronics,0,0,16,15,814.6,0
129,39.81,electronics,0,0,7,10,379.6,0
130,89.42,pharmacy,0,0,19,8,119.5,0
131,160.64,fuel,0,0,8,18,34.4,0
132,69.48,grocery,0,1,20,18,713.1,0
133,68.73,grocery,0,0,9,24,125.2,0
134,64.76,jewelry,0,0,6,16,13.6,0
135,85.81,pharmacy,0,0,10,12,43.4,0
136,227.63,online_retail,0,0,20,11,127.6,0
137,102.39,jewelry,0,0,13,11,886.0,0
138,106.5,utilities,0,0,11,10,644.1,0
139,91.17,dining,0,0,8,13,151.4,0
140,58.42,utilities,0,0,21,17,86.0,0
141,58.95,jewelry,0,0,11,19,447.3,0
142,103.53,electronics,0,0,8,17,62.5,0
143,86.95,online_retail,1,0,21,17,1212.6,0
144,51.45,entertainment,0,0,7,12,107.7,0
145,54.42,grocery,0,1,13,10,369.0,0
146,69.59,entertainment,0,0,22,10,171.2,0
147,110.15,entertainment,0,0,9,11,0.0,0
148,29.73,electronics,0,0,6,10,97.4,0
149,131.58,travel,0,0,15,12,233.6,0
150,75.03,grocery,0,0,18,15,374.2,0
151,93.92,grocery,0,0,21,14,38.0,0
152,75.18,fuel,0,1,8,10,214.7,0
153,27.56,fuel,0,0,2,10,269.6,0
154,134.44,grocery,0,0,21,15,326.1,0
155,174.45,travel,0,0,3,9,60.9,0
156,74.52,online_retail,0,1,11,14,86.5,0
157,96.32,utilities,0,0,22,9,347.6,0
158,40.56,fuel,0,0,4,10,247.2,0
159,60.22,electronics,0,0,17,11,685.8,0
160,19.37,pharmacy,0,1,7,21,97.5,0
161,160.59,fuel,0,1,6,19,45.8,0
162,142.34,jewelry,0,0,21,15,30.8,0
163,186.69,jewelry,0,0,9,17,383.5,0
164,18.29,jewelry,0,1,9,11,71.4,0
165,174.67,dining,0,0,19,15,10.1,0
166,52.47,online_retail,0,0,20,8,141.3,0
167,373.73,fuel,0,0,2,11,453.9,0
168,46.23,online_retail,0,0,14,9,873.4,0
169,57.01,travel,0,0,20,11,593.0,0
170,153.27,pharmacy,0,0,18,17,223.5,0
171,250.6,electronics,0,0,14,21,1184.0,0
172,111.28,online_retail,0,0,18,16,449.0,0
173,139.25,pharmacy,0,0,10,9,272.8,0
174,22.82,fuel,0,0,7,12,39.9,0
175,37.81,dining,0,0,14,13,766.3,0
176,107.38,jewelry,0,0,22,18,24.1,0
177,141.02,dining,0,0,9,18,217.1,0
178,242.59,travel,0,0,2,7,4.1,1
179,40.56,dining,0,0,12,14,1105.6,0
180,207.87,fuel,0,0,17,9,41.9,0
181,75.28,utilities,0,0,8,17,98.0,0
182,182.06,fuel,0,0,9,12,154.3,0
183,61.08,online_retail,0,0,18,13,62.0,0
184,46.76,grocery,0,0,8,12,13.4,0
185,169.75,electronics,0,1,17,20,335.0,0
186,268.56,jewelry,0,0,19,20,113.4,0
187,101.48,travel,0,1,21,10,415.6,0
188,58.21,fuel,0,1,5,10,502.8,0
189,74.54,utilities,0,0,7,17,362.2,0
190,108.89,electronics,0,0,21,14,317.1,0
191,112.25,electronics,0,0,17,11,407.9,0
192,73.9,pharmacy,1,0,21,16,78.4,0
193,188.41,entertainment,0,0,3,18,193.2,0
194,31.99,grocery,0,1,9,14,559.2,0
195,82.91,utilities,0,0,0,11,284.8,0
196,239.95,entertainment,0,1,15,9,15.9,0
197,79.04,jewelry,0,1,14,17,285.8,0
198,37.66,utilities,0,0,10,19,142.9,0
199,77.71,jewelry,0,1,18,12,44.4,0
200,119.98,grocery,0,0,2,14,548.7,0
201,75.73,entertainment,0,0,14,15,422.2,0
202,153.6,pharmacy,0,0,7,19,16.0,0
203,170.5,grocery,0,0,5,15,29.7,0
204,68.98,online_retail,0,0,15,16,126.1,0
205,74.41,electronics,0,0,17,13,12.8,0
206,131.73,online_retail,0,0,9,12,135.8,0
207,165.85,fuel,0,0,18,13,1129.2,0
208,168.25,electronics,0,0,15,15,7.5,0
209,355.16,utilities,0,0,12,4,87.7,0
210,85.81,online_retail,0,0,0,11,74.9,0
211,70.84,dining,0,0,4,14,882.9,0
212,173.87,electronics,0,0,9,8,483.6,0
213,108.39,utilities,0,0,21,10,164.7,0
214,157.28,online_retail,0,0,13,19,125.1,0
215,170.09,jewelry,1,0,16,15,583.0,0
216,53.72,entertainment,0,0,16,20,109.4,0
217,198.02,utilities,0,0,10,15,35.5,0
218,315.55,travel,0,0,20,19,754.4,0
219,84.89,dining,0,0,8,19,112.5,0
220,98.29,utilities,0,0,10,6,25.4,0
221,52.58,fuel,0,0,10,10,72.0,0
222,248.04,entertainment,0,0,18,12,230.2,0
223,48.23,fuel,0,0,20,15,620.6,0
224,244.39,online_retail,0,1,21,15,110.1,0
225,86.44,travel,0,0,16,17,431.4,0
226,104.96,fuel,0,0,9,20,150.8,0
227,89.74,online_retail,0,0,16,15,463.4,0
228,41.53,fuel,0,0,22,9,546.7,0
229,28.77,online_retail,1,0,12,17,746.2,0
230,194.4,grocery,0,1,7,20,150.9,0
231,22.39,electronics,0,0,22,12,1050.0,0
232,13.42,fuel,0,1,16,12,316.0,0
233,123.98,dining,0,0,13,9,1224.3,0
234,142.97,fuel,0,0,6,14,886.9,0
235,222.49,fuel,0,0,20,14,77.6,0
236,253.25,pharmacy,0,0,15,8,496.3,0
237,144.82,dining,0,0,8,13,108.7,0
238,103.53,jewelry,0,0,6,9,205.8,0
239,179.1,electronics,0,1,10,13,12.6,0
240,97.86,online_retail,0,1,8,13,32.9,0
241,237.43,travel,0,0,0,5,29.8,1
242,88.51,utilities,0,0,21,11,1020.1,0
243,280.03,entertainment,0,0,14,17,1.2,0
244,17.68,pharmacy,0,1,12,15,934.5,0
245,232.91,fuel,0,0,1,10,392.4,0
246,187.64,pharmacy,0,1,0,7,31.7,1
247,104.82,grocery,0,0,6,13,1675.5,0
248,178.06,dining,1,0,11,13,311.3,0
249,130.96,jewelry,0,0,21,6,487.3,0
250,180.45,fuel,0,0,13,14,321.7,0
251,132.83,electronics,0,0,1,21,501.0,0
252,123.64,grocery,0,0,16,15,232.4,0
253,53.57,pharmacy,1,0,8,17,523.8,0
254,220.96,online_retail,0,0,9,9,288.9,0
255,46.62,dining,0,0,14,17,74.7,0
256,50.51,utilities,0,0,22,12,691.2,0
257,73.47,jewelry,0,0,15,15,628.6,0
258,258.73,online_retail,1,0,13,9,58.8,0
259,167.08,grocery,0,0,7,13,415.2,0
260,32.65,entertainment,0,0,21,10,713.4,0
261,29.32,jewelry,0,0,10,21,289.8,0
262,211.34,online_retail,0,0,6,13,375.7,0
263,119.9,entertainment,0,1,3,19,1282.1,0
264,266.87,grocery,0,0,6,12,357.4,0
265,199.95,utilities,1,0,0,12,11.6,1
266,368.27,electronics,0,0,10,12,210.6,0
267,248.81,jewelry,1,0,9,13,316.2,0
268,162.23,entertainment,0,0,7,13,339.9,0
269,9.54,jewelry,0,1,6,9,334.3,0
270,165.98,dining,0,0,16,7,401.6,0
271,428.55,utilities,0,1,18,16,30.1,0
272,31.47,grocery,1,0,12,13,480.3,0
273,109.0,entertainment,1,0,21,18,394.1,0
274,93.9,jewelry,0,0,16,16,6.8,0
275,25.97,grocery,0,1,12,11,265.1,0
276,36.06,fuel,0,1,14,7,40.2,0
277,49.04,utilities,0,0,12,17,12.9,0
278,152.33,dining,0,0,20,13,111.9,0
279,43.73,dining,1,0,6,16,44.2,0
280,545.87,travel,0,0,5,9,56.1,1
281,97.35,entertainment,0,0,15,15,64.6,0
282,136.02,grocery,0,0,11,8,481.8,0
283,237.93,fuel,0,1,3,15,97.6,0
284,210.55,online_retail,0,0,9,19,38.1,0
285,59.31,jewelry,0,1,14,15,250.1,0
286,255.72,pharmacy,0,0,18,12,125.1,0
287,156.73,electronics,0,0,21,12,594.2,0
288,48.16,grocery,0,0,22,13,411.8,0
289,47.87,grocery,0,0,18,19,329.2,0
290,112.0,dining,0,0,20,12,373.6,0
291,42.98,fuel,0,1,9,13,211.0,0
292,42.44,utilities,0,0,7,16,241.5,0
293,230.9,utilities,0,0,13,17,42.5,0
294,160.16,dining,1,1,6,11,161.0,0
295,62.64,entertainment,0,0,21,11,434.8,0
296,88.61,pharmacy,0,0,7,16,714.1,0
297,168.94,utilities,0,0,13,12,287.7,0
298,47.95,entertainment,0,0,19,11,93.1,0
299,122.18,dining,1,0,14,14,236.3,0
300,80.73,electronics,0,0,11,15,120.6,0
301,26.17,utilities,0,0,11,12,151.2,0
302,35.48,grocery,1,0,22,13,412.0,0
303,114.35,jewelry,0,0,13,11,454.1,0
304,136.74,pharmacy,0,0,18,9,23.7,0
305,71.86,grocery,0,1,16,6,484.2,0
306,33.94,online_retail,0,0,18,19,116.6,0
307,392.11,travel,0,0,4,7,11.3,1
308,126.04,pharmacy,0,0,8,11,229.1,0
309,222.43,dining,0,0,9,18,373.5,0
310,443.72,pharmacy,1,1,3,7,230.6,0
311,62.7,utilities,0,0,19,20,1002.4,0
312,17.01,electronics,0,0,10,18,547.0,0
313,111.14,dining,0,0,15,14,370.5,0
314,158.51,dining,0,0,0,10,150.3,0
315,184.67,entertainment,0,0,9,8,348.2,0
316,401.68,fuel,0,0,16,19,93.0,0
317,51.23,electronics,0,0,17,14,197.4,0
318,69.33,electronics,0,0,21,14,649.4,0
319,108.98,electronics,0,0,22,11,790.5,0
320,248.86,entertainment,0,0,12,10,66.1,0
321,138.2,dining,0,0,10,8,272.0,0
322,31.52,utilities,1,0,17,13,28.6,0
323,19.22,online_retail,0,0,11,5,339.1,0
324,142.49,fuel,0,0,9,20,587.3,0
325,91.14,utilities,0,0,15,17,334.4,0
326,86.32,fuel,0,1,10,17,332.5,0
327,87.53,jewelry,0,0,18,15,295.4,0
328,61.65,dining,0,0,9,10,163.6,0
329,159.84,entertainment,0,0,13,18,23.5,0
330,92.61,utilities,0,0,12,13,1172.0,0
331,91.08,electronics,0,0,12,16,437.2,0
332,162.23,electronics,0,0,10,15,205.2,0
333,90.03,jewelry,0,0,15,14,32.4,0
334,51.2,dining,0,1,7,12,7.9,0
335,171.77,dining,0,1,11,12,589.8,0
336,47.2,entertainment,0,0,9,17,379.4,0
337,135.33,utilities,0,0,18,17,651.7,0
338,150.49,jewelry,0,0,15,12,149.5,0
339,170.02,entertainment,0,0,9,20,374.4,0
340,67.05,entertainment,0,0,20,14,49.9,0
341,90.26,travel,0,0,10,22,140.7,0
342,104.12,pharmacy,0,0,13,16,19.8,0
343,215.48,utilities,0,0,19,17,557.2,0
344,16.33,jewelry,0,0,9,17,38.3,0
345,299.88,jewelry,1,0,14,10,153.2,0
346,117.33,jewelry,0,0,21,16,332.0,0
347,87.48,pharmacy,0,0,10,15,438.3,0
348,143.18,pharmacy,0,0,22,13,338.0,0
349,112.5,pharmacy,0,0,15,15,175.8,0
350,17.93,dining,0,0,12,16,1059.7,0
351,136.12,pharmacy,0,1,9,7,347.8,0
352,52.41,travel,0,0,8,16,368.6,0
353,147.35,entertainment,0,0,10,18,984.0,0
354,70.75,travel,0,0,6,16,82.0,0
355,71.71,entertainment,1,0,18,17,72.5,0
356,76.86,grocery,0,0,6,20,786.2,0
357,20.65,electronics,0,0,10,6,492.9,0
358,231.41,utilities,0,1,14,14,477.5,1
359,49.42,grocery,0,0,22,19,601.9,0
360,120.15,fuel,0,0,8,15,474.9,0
361,59.03,travel,0,0,20,10,464.0,0
362,82.62,utilities,0,0,7,12,89.3,0
363,149.67,entertainment,0,0,12,14,227.9,0
364,23.89,dining,0,1,17,14,205.6,0
365,96.34,jewelry,0,1,9,12,196.7,0
366,190.95,travel,0,0,14,13,357.5,0
367,111.7,jewelry,0,0,6,11,461.0,0
368,181.81,dining,0,1,19,9,23.4,0
369,304.77,fuel,0,0,3,9,72.3,1
370,37.45,fuel,0,0,19,13,8.5,0
371,147.97,travel,0,0,8,16,377.3,0
372,83.62,travel,1,0,14,23,444.0,0
373,173.53,grocery,0,0,20,17,102.7,0
374,140.29,dining,0,0,17,13,13.3,0
375,100.63,utilities,0,0,20,13,621.7,0
376,100.59,jewelry,0,1,7,13,403.2,0
377,246.38,travel,0,0,16,20,259.2,0
378,137.93,entertainment,0,0,7,11,90.6,0
379,10.58,travel,0,0,13,17,93.6,0
380,192.36,online_retail,0,0,20,11,38.4,0
381,147.0,online_retail,0,0,17,14,49.7,0
382,121.03,dining,0,0,18,11,81.0,0
383,62.86,jewelry,0,0,8,13,581.3,0
384,68.61,fuel,0,0,7,16,205.2,0
385,18.56,grocery,0,0,11,13,110.8,0
386,61.35,travel,0,0,9,21,90.3,0
387,87.01,entertainment,0,0,20,15,556.5,0
388,190.76,electronics,0,1,22,14,202.1,0
389,36.7,grocery,0,0,22,9,1859.7,0
390,45.55,electronics,0,1,12,14,5.9,0
391,169.69,dining,0,0,21,12,88.1,0
392,270.76,online_retail,0,0,21,20,495.1,0
393,127.24,grocery,0,0,20,8,63.0,0
394,15.68,electronics,0,0,18,18,221.7,0
395,111.46,online_retail,0,0,5,6,27.6,0
396,158.35,travel,0,0,12,17,82.1,0
397,89.42,pharmacy,0,1,13,22,261.4,0
398,66.34,electronics,0,1,6,15,455.8,1
399,4.43,pharmacy,1,1,15,16,434.1,0
400,93.62,utilities,0,0,19,17,549.1,0
401,153.06,online_retail,0,0,6,22,275.9,0
402,56.79,entertainment,1,0,2,12,125.1,0
403,79.95,entertainment,0,0,10,19,619.3,0
404,80.81,utilities,0,0,20,17,456.0,0
405,158.81,grocery,1,0,9,10,197.9,0
406,100.23,utilities,1,0,4,15,283.9,0
407,199.5,fuel,0,0,19,9,671.0,0
408,168.7,dining,0,0,12,14,1099.6,0
409,119.12,entertainment,0,0,6,21,680.9,0
410,185.1,grocery,0,1,18,11,81.3,0
411,61.61,travel,1,1,9,17,298.4,0
412,103.6,grocery,0,0,22,20,256.2,0
413,53.43,dining,0,0,15,19,111.1,0
414,35.0,utilities,0,0,22,13,380.6,0
415,152.38,grocery,0,0,15,10,926.5,0
416,91.97,online_retail,0,0,11,17,48.6,0
417,107.6,grocery,0,0,20,17,24.4,0
418,190.28,online_retail,0,0,11,16,6.0,0
419,118.44,electronics,0,0,22,14,168.3,0
420,61.91,online_retail,0,0,6,9,220.7,0
421,191.59,fuel,0,0,8,15,823.7,0
422,138.02,travel,0,1,8,10,1309.1,0
423,54.21,utilities,0,0,8,16,22.7,0
424,92.68,grocery,0,0,9,10,521.9,0
425,64.44,fuel,0,0,13,18,8.7,0
426,19.72,online_retail,0,0,13,18,38.9,0
427,45.85,dining,0,0,18,17,20.0,0
428,81.86,dining,1,0,5,6,31.1,0
429,143.95,electronics,0,0,20,9,168.9,0
430,216.53,dining,0,1,12,12,293.5,0
431,96.48,grocery,0,0,4,12,52.2,0
432,221.02,online_retail,0,0,21,11,49.7,0
433,30.35,online_retail,0,1,17,19,170.3,0
434,98.66,entertainment,0,0,13,17,74.4,0
435,42.6,pharmacy,0,0,20,13,667.1,0
436,105.24,electronics,0,0,6,18,86.8,0
437,278.79,pharmacy,0,0,18,19,667.9,0
438,126.52,utilities,0,0,9,11,123.0,0
439,54.78,pharmacy,0,0,7,11,710.3,0
440,351.3,electronics,0,0,11,12,127.9,0
441,60.98,online_retail,1,1,22,11,681.5,0
442,59.82,dining,0,1,20,11,509.2,0
443,127.4,online_retail,0,0,11,16,283.8,0
444,89.88,electronics,0,0,22,11,183.8,0
445,17.01,jewelry,0,0,17,17,368.9,0
446,142.43,jewelry,0,1,8,18,302.3,0
447,82.8,jewelry,0,0,14,18,113.1,0
448,42.7,dining,0,0,22,9,841.3,0
449,279.18,online_retail,0,1,10,17,375.6,0
450,53.79,dining,0,0,6,11,1368.1,0
451,120.73,utilities,0,1,22,12,79.4,0
452,117.38,entertainment,0,1,19,12,61.9,0
453,272.98,online_retail,0,0,9,14,704.4,0
454,148.3,dining,0,0,9,18,269.4,0
455,141.88,grocery,0,0,17,11,886.7,0
456,75.04,online_retail,0,0,22,15,223.3,0
457,184.52,utilities,0,0,13,17,65.0,0
458,162.48,jewelry,0,0,10,17,76.8,0
459,113.59,online_retail,0,0,13,9,123.6,0
460,17.01,fuel,0,0,15,11,325.0,0
461,151.74,entertainment,0,0,21,15,1549.4,0
462,82.41,jewelry,0,0,6,13,452.2,0
463,92.3,jewelry,0,0,15,9,827.1,0
464,230.47,pharmacy,0,0,18,10,24.8,0
465,85.16,pharmacy,0,0,16,17,19.4,0
466,78.59,electronics,0,0,12,11,772.1,0
467,87.28,pharmacy,1,0,6,9,20.2,0
468,12.83,travel,1,1,7,13,336.8,0
469,116.04,travel,0,1,5,14,406.9,0
470,79.81,electronics,1,1,13,15,277.5,0
471,141.08,electronics,0,0,8,14,125.3,0
472,206.34,jewelry,0,0,8,9,121.5,0
473,93.9,dining,0,0,4,10,279.7,0
474,160.18,dining,0,0,6,7,40.3,0
475,34.83,online_retail,0,0,16,7,197.2,0
476,64.46,electronics,0,0,17,15,301.1,0
477,373.0,utilities,0,0,15,12,82.0,0
478,108.39,entertainment,0,0,22,11,488.4,0
479,70.85,pharmacy,0,0,8,8,134.6,0
480,149.77,online_retail,1,0,16,24,373.5,0
481,184.84,pharmacy,0,0,15,17,107.7,0
482,75.88,fuel,0,0,13,23,9.1,0
483,105.56,electronics,0,0,8,15,289.7,0
484,79.75,fuel,0,0,21,7,10.5,0
485,48.05,online_retail,0,0,17,13,246.0,0
486,104.31,dining,0,0,6,12,460.9,0
487,152.84,travel,0,0,8,9,724.9,0
488,119.11,online_retail,0,0,13,23,228.6,0
489,103.57,entertainment,0,1,14,17,774.6,0
490,105.94,utilities,0,0,11,10,68.9,0
491,86.65,pharmacy,0,0,10,15,141.2,0
492,102.34,fuel,0,0,6,17,1038.4,0
493,125.04,electronics,0,1,17,13,905.2,0
494,237.69,grocery,0,1,14,15,150.5,0
495,7.31,fuel,0,0,7,16,283.0,0
496,163.35,travel,0,0,22,18,8.6,0
497,44.42,grocery,0,0,13,13,99.3,0
498,143.21,electronics,1,0,7,13,271.4,0
499,186.49,electronics,1,0,14,17,953.0,0
500,216.24,jewelry,0,0,14,16,265.9,0
501,165.21,travel,0,0,18,17,96.3,0
502,96.71,online_retail,0,0,8,16,254.9,0
503,114.8,pharmacy,0,0,21,17,775.7,0
504,144.29,grocery,0,1,21,19,535.2,0
505,211.1,pharmacy,0,0,12,5,93.2,0
506,100.64,grocery,0,0,14,11,551.6,0
507,113.67,grocery,0,0,20,17,113.2,0
508,31.79,jewelry,0,0,16,14,268.7,0
509,92.78,entertainment,0,0,15,7,136.0,0
510,170.82,fuel,0,0,13,15,120.4,0
511,144.58,online_retail,1,1,8,17,743.0,0
512,206.64,pharmacy,0,0,10,13,214.1,0
513,227.24,grocery,0,0,19,7,163.4,0
514,108.69,grocery,0,0,9,12,282.5,0
515,56.12,dining,0,0,7,12,107.3,0
516,133.55,grocery,1,0,13,13,742.5,0
517,125.37,fuel,1,0,7,16,222.9,0
518,17.5,electronics,0,0,16,12,216.5,0
519,27.45,jewelry,0,0,4,12,122.1,0
520,22.38,jewelry,0,0,3,16,496.9,0
521,46.91,online_retail,0,1,21,18,836.8,0
522,94.42,entertainment,0,1,16,19,594.7,0
523,75.75,grocery,0,0,14,11,173.8,0
524,39.38,pharmacy,0,0,16,16,51.7,0
525,200.3,grocery,0,0,21,5,395.9,0
526,302.97,utilities,0,0,16,5,22.5,1
527,34.18,travel,0,0,11,14,368.5,0
528,103.37,online_retail,1,0,6,19,6.3,0
529,155.72,travel,0,0,5,14,609.2,0
530,156.34,online_retail,0,0,3,17,922.2,0
531,132.73,online_retail,1,0,18,23,193.0,0
532,17.7,jewelry,0,0,19,13,389.5,0
533,81.77,utilities,0,0,21,8,245.5,0
534,358.04,travel,0,0,18,15,22.0,0
535,250.68,pharmacy,1,0,11,14,99.4,0
536,131.5,travel,0,0,4,14,34.9,0
537,75.93,utilities,1,0,12,13,1550.8,0
538,40.41,jewelry,0,0,22,12,118.0,0
539,283.03,online_retail,0,0,19,21,622.8,0
540,145.79,utilities,0,0,12,14,16.8,0
541,18.89,fuel,0,0,11,15,69.9,0
542,125.68,pharmacy,0,0,18,13,242.1,0
543,42.89,electronics,0,0,12,9,231.2,0
544,45.25,grocery,0,0,11,9,331.6,0
545,115.89,online_retail,0,0,20,15,161.1,0
546,101.11,fuel,1,0,17,10,862.1,1
547,38.78,electronics,0,1,20,13,1042.7,0
548,231.43,utilities,0,0,18,13,199.9,0
549,44.79,fuel,0,0,9,19,116.1,0
550,291.76,utilities,0,0,11,11,159.0,0
551,33.26,utilities,0,0,9,16,13.4,0
552,141.23,entertainment,0,0,19,10,23.5,0
553,55.11,dining,0,0,15,16,375.6,0
554,528.65,online_retail,0,1,0,4,75.0,1
555,92.54,jewelry,0,0,13,14,156.5,0
556,389.2,travel,0,1,10,5,29.2,1
557,130.01,travel,0,0,5,8,95.3,0
558,50.23,electronics,0,0,9,19,663.5,0
559,160.08,electronics,1,0,22,20,114.0,0
560,196.96,utilities,0,0,15,10,2.8,0
561,165.78,fuel,0,1,11,14,1132.7,0
562,40.89,electronics,0,0,19,7,113.8,0
563,107.4,travel,0,0,21,6,125.5,1
564,34.03,utilities,0,0,15,13,25.6,0
565,198.4,online_retail,0,0,7,12,82.8,0
566,71.4,pharmacy,0,0,18,12,362.1,0
567,220.24,jewelry,0,0,22,12,164.2,0
568,108.79,fuel,0,0,14,17,302.3,0
569,69.36,online_retail,1,0,14,12,12.3,0
