transaction_id,amount,device_change_flag,ip_change_flag,hour_of_day,user_txn_count_30d,time_since_last_txn_min,is_fraud,amount_zscore,high_velocity_flag,rapid_txn_flag,cat_grocery,cat_electronics,cat_travel,cat_fuel,cat_dining,cat_utilities,cat_online_retail,cat_jewelry,cat_pharmacy,cat_entertainment
6462,150.45,0,0,8,15,66.7,0,0.39945688386842343,0,0,0,0,0,0,0,1,0,0,0,0
19077,358.56,0,0,6,13,1670.7,0,2.651042588485681,0,0,1,0,0,0,0,0,0,0,0,0
4689,109.08,0,0,18,14,597.5,0,-0.11743127166222612,0,0,0,1,0,0,0,0,0,0,0,0
11071,86.92,0,0,8,14,374.5,0,-0.35931228280307653,0,0,0,0,0,0,0,0,0,1,0,0
16382,20.9,0,1,6,12,10.3,0,-1.1720471447186287,0,0,0,0,0,0,0,0,0,1,0,0
10575,71.68,0,0,7,17,227.8,0,-0.5771988623386651,0,0,0,0,0,0,0,0,0,0,0,1
19839,91.0,0,0,10,14,224.5,0,-0.34818507190086606,0,0,0,0,0,0,0,0,0,0,0,1
2855,80.21,0,0,8,11,141.0,0,-0.4712077994535033,0,0,1,0,0,0,0,0,0,0,0,0
13414,113.68,0,0,9,16,87.8,0,-0.06264943045021616,0,0,0,0,0,0,0,1,0,0,0,0
5191,54.88,0,0,15,16,181.0,0,-0.7704285988489814,0,0,0,0,0,0,0,0,0,0,1,0
19250,216.37,0,0,12,11,458.7,0,1.2279052994214488,0,0,0,0,0,0,0,1,0,0,0,0
5078,91.72,0,1,14,14,416.2,0,-0.33965039648082385,0,0,0,0,0,0,0,0,0,0,0,1
17427,68.02,0,0,14,14,227.0,0,-0.6090920121407178,0,0,0,0,0,1,0,0,0,0,0,0
11645,64.64,0,0,21,18,388.7,0,-0.6537710023852338,0,0,0,0,0,0,1,0,0,0,0,0
5953,52.6,0,0,14,22,174.7,0,-0.8033677609697836,0,0,0,0,0,0,0,0,0,0,0,1
19777,228.64,0,1,13,6,158.7,1,1.385322443502165,0,0,0,0,0,0,0,0,0,1,0,0
11522,182.27,0,0,11,14,346.9,0,0.733703574748095,0,0,0,0,0,0,0,0,0,0,0,1
12984,84.34,0,0,9,9,617.2,0,-0.42646260770891653,0,0,0,0,0,0,1,0,0,0,0,0
8109,61.74,0,0,9,17,161.6,0,-0.6718548234732178,0,0,0,1,0,0,0,0,0,0,0,0
819,319.6,0,0,5,20,1982.3,0,2.4643878075100694,0,0,0,0,0,0,0,0,0,0,1,0
10034,85.11,0,0,13,13,326.6,0,-0.4010250782829717,0,0,0,0,0,0,0,0,0,0,1,0
16347,119.78,0,0,7,13,1560.0,0,0.007882036415036493,0,0,0,1,0,0,0,0,0,0,0,0
8641,146.77,0,0,5,14,301.7,0,0.2687573909013544,0,0,0,0,0,0,0,0,1,0,0,0
17546,100.39,0,0,17,17,74.1,0,-0.23818595173589,0,0,0,0,0,1,0,0,0,0,0,0
17399,95.42,0,0,5,14,112.2,0,-0.29513383929263987,0,0,0,0,0,1,0,0,0,0,0,0
843,234.55,0,0,3,15,677.2,0,1.299063262472071,0,0,0,0,0,1,0,0,0,0,0,0
11431,20.75,0,1,10,14,145.9,0,-1.128861741984802,0,0,0,0,1,0,0,0,0,0,0,0
19096,73.15,0,0,11,12,1036.6,0,-0.5597739000227456,0,0,0,0,0,0,0,0,0,0,0,1
18449,222.98,0,0,18,22,599.4,0,1.3156453862703863,0,0,0,0,0,0,0,0,0,1,0,0
7307,128.65,0,0,18,12,44.8,0,0.09810733027217419,0,0,0,0,0,0,0,0,0,0,0,1
9338,92.99,0,0,18,14,266.7,0,-0.327854611173055,0,0,1,0,0,0,0,0,0,0,0,0
19933,86.92,0,0,9,13,1287.1,0,-0.38295659855988207,0,0,0,0,1,0,0,0,0,0,0,0
7823,133.47,0,0,6,12,332.9,0,0.16821280160921637,0,0,0,1,0,0,0,0,0,0,0,0
6262,213.82,0,1,13,12,242.7,0,1.1076883101679995,0,0,0,0,0,0,0,0,0,0,0,1
9090,143.11,0,1,6,12,416.2,0,0.3324110115173549,0,0,0,0,0,0,0,0,0,1,0,0
5664,77.97,0,0,20,13,110.5,0,-0.48827420619700773,0,0,0,0,0,0,0,0,0,0,1,0
3607,30.42,1,0,20,10,56.1,0,-1.054851811706874,0,0,0,0,0,0,0,0,0,1,0,0
6745,46.31,0,0,15,13,349.6,0,-0.8756620070624894,0,0,0,0,0,0,0,0,1,0,0,0
4970,96.05,0,0,19,15,465.7,0,-0.2842141386753351,0,0,0,0,0,0,0,1,0,0,0,0
9817,184.08,0,0,21,14,81.9,0,0.8367694982286571,0,0,0,0,0,0,0,0,0,1,0,0
4744,238.73,0,1,3,13,172.7,0,1.328330386831339,0,0,0,0,1,0,0,0,0,0,0,0
7086,93.59,0,0,22,18,752.5,0,-0.31973150868577266,0,0,0,0,0,0,1,0,0,0,0,0
16981,212.59,0,1,18,12,356.5,0,1.0533496571254835,0,0,0,0,0,0,1,0,0,0,0,0
19172,38.52,0,1,21,14,679.3,0,-0.9551565490322086,0,0,0,0,0,0,1,0,0,0,0,0
7796,90.85,0,0,14,17,224.3,0,-0.34749839585890696,0,0,0,0,0,1,0,0,0,0,0,0
3931,297.17,0,0,21,9,238.5,0,2.0956955271964963,0,0,0,0,0,0,0,0,0,0,0,1
16024,149.65,0,0,4,14,720.3,0,0.3894028982427801,0,0,0,0,0,0,0,1,0,0,0,0
11175,128.5,0,0,11,12,111.0,0,0.07046085954984938,0,0,1,0,0,0,0,0,0,0,0,0
14681,85.18,0,0,8,19,43.3,0,-0.41246711264900177,0,0,0,0,0,1,0,0,0,0,0,0
7510,98.52,0,0,19,12,97.6,0,-0.23715801871333259,0,0,0,0,0,0,0,0,0,0,1,0
6753,76.95,0,0,10,14,128.3,0,-0.49372254161759493,0,0,0,1,0,0,0,0,0,0,0,0
5916,119.32,0,0,11,16,42.2,0,-0.012487838712539497,0,0,0,0,0,0,0,0,0,0,0,1
11333,385.1,1,0,3,8,22.1,1,3.043855807664137,0,0,0,0,0,0,1,0,0,0,0,0
5102,139.91,0,0,11,12,111.6,1,0.293017622269706,0,0,0,0,0,0,0,0,0,1,0,0
2026,73.33,0,0,13,15,193.0,0,-0.5361506577883037,0,0,0,0,1,0,0,0,0,0,0,0
6124,97.52,0,0,6,13,156.7,0,-0.2708988444860395,0,0,0,0,0,0,0,0,0,0,0,1
17820,67.89,1,1,4,18,608.4,0,-0.5935798444851874,0,0,0,0,0,0,0,0,0,1,0,0
12054,238.32,0,0,13,8,18.4,0,1.3981043487666578,0,0,0,0,0,0,0,0,0,0,0,1
6268,485.25,0,0,7,15,160.9,0,4.124651058259524,0,0,0,0,0,0,0,0,1,0,0,0
16146,155.74,0,0,20,12,612.7,0,0.462056981180385,0,0,0,0,0,0,0,0,0,0,1,0
4761,66.4,0,0,14,10,399.5,0,-0.6397864820856413,0,0,0,0,0,0,0,0,0,0,0,1
9787,110.23,0,1,11,14,268.6,0,-0.12773091541603063,0,0,0,0,0,0,1,0,0,0,0,0
908,180.07,0,0,10,13,149.1,0,0.6781177284516845,0,0,0,0,0,0,1,0,0,0,0,0
14162,78.38,0,0,5,10,156.7,0,-0.49777896606882804,0,0,0,0,0,0,0,0,0,0,0,1
16062,158.54,0,0,3,16,358.0,0,0.4296938839145724,0,0,0,0,0,0,1,0,0,0,0,0
2550,79.11,0,0,3,12,75.8,0,-0.47434367316871623,0,0,0,0,0,0,0,0,0,0,1,0
17440,50.11,0,0,11,14,220.1,0,-0.8143106572395892,0,0,0,0,0,1,0,0,0,0,0,0
8026,22.25,0,0,21,17,303.8,0,-1.155428058629777,0,0,0,0,0,0,0,0,0,1,0,0
14978,142.79,1,0,11,13,304.7,0,0.30318997150288685,0,0,0,0,0,0,0,1,0,0,0,0
18029,72.17,0,0,15,23,40.1,0,-0.571390541566692,0,0,0,0,0,0,0,0,0,0,0,1
16788,345.69,1,0,14,18,224.1,0,2.5891236333395855,0,0,0,0,0,0,1,0,0,0,0,0
14657,85.44,1,0,14,17,25.5,0,-0.3775317253301141,0,0,0,0,0,0,0,0,0,1,0,0
1665,495.53,0,0,11,17,763.8,0,4.241758677322518,0,0,0,0,0,0,0,0,1,0,0,0
3945,106.62,0,0,4,17,116.4,0,-0.16303003014939488,0,0,0,0,0,0,0,0,0,0,0,1
6524,177.09,0,0,12,22,248.9,0,0.6141565163867588,0,0,0,0,0,0,0,0,1,0,0,0
13807,25.49,0,0,15,16,10.5,0,-1.1155422520165328,0,0,0,0,0,0,0,0,0,1,0,0
7908,23.63,0,0,15,13,507.9,0,-1.1943511874367139,0,0,0,0,0,0,0,1,0,0,0,0
1493,69.99,0,0,7,14,445.0,0,-0.597231642144042,0,0,0,0,0,0,0,0,0,0,0,1
17311,220.17,0,0,10,9,861.5,0,1.0987227351107796,0,0,1,0,0,0,0,0,0,0,0,0
1873,135.04,0,0,16,11,765.1,0,0.1865998944766277,0,0,0,1,0,0,0,0,0,0,0,0
15206,120.39,0,0,6,17,175.8,0,-0.010499783948447809,0,0,0,0,0,0,1,0,0,0,0,0
16454,25.21,0,1,22,10,39.1,0,-1.0996767995538161,0,0,0,1,0,0,0,0,0,0,0,0
14265,170.15,0,0,18,6,656.1,0,0.5376486758159424,0,0,1,0,0,0,0,0,0,0,0,0
19556,49.69,0,0,10,14,338.5,0,-0.8668426056813765,0,0,0,0,0,0,0,1,0,0,0,0
3698,100.62,0,1,18,12,43.6,0,-0.1906593350865805,0,0,0,0,0,0,0,0,0,1,0,0
833,266.42,1,0,14,22,178.2,0,1.617508725562324,0,0,1,0,0,0,0,0,0,0,0,0
13792,52.5,0,0,1,20,119.2,1,-0.8051468162064652,0,0,0,0,0,0,0,0,1,0,0,0
3368,95.4,1,0,18,18,564.5,0,-0.3164389506614831,0,0,0,0,0,0,0,0,1,0,0,0
10062,22.18,0,0,22,15,154.5,0,-1.1639577974665665,0,0,0,0,0,0,0,0,0,0,0,1
18789,37.77,0,1,15,15,439.3,0,-0.9370028098238206,0,0,0,0,1,0,0,0,0,0,0,0
16200,104.41,0,0,9,11,77.3,0,-0.17914998888736045,0,0,0,0,0,0,0,1,0,0,0,0
7362,207.98,0,0,14,21,110.5,0,1.130988874172033,0,0,0,0,0,0,0,0,0,1,0,0
9553,125.31,0,0,6,21,759.8,0,0.024289540211486844,0,0,0,0,0,0,0,0,1,0,0,0
16728,47.7,0,0,15,11,115.4,0,-0.8614509686895152,0,0,0,0,0,0,0,0,0,0,0,1
344,16.33,0,0,9,17,38.3,0,-1.228305828737927,0,0,0,0,0,0,0,0,0,1,0,0
5108,117.82,0,0,17,11,741.5,0,-0.015072550858929458,0,0,0,1,0,0,0,0,0,0,0,0
17568,104.87,0,0,5,18,57.7,0,-0.13833998999204708,0,0,0,0,0,0,0,0,0,1,0,0
4179,35.85,0,0,14,12,66.0,0,-0.98800615432727,0,0,0,0,0,0,0,0,0,1,0,0
19102,177.35,0,0,7,13,196.9,0,0.6753832927111397,0,0,0,0,0,0,0,0,0,0,0,1
11902,74.87,0,0,18,11,46.5,0,-0.5076530141887536,0,0,0,0,0,0,0,0,0,1,0,0
14786,56.55,0,0,9,18,185.4,0,-0.7331801676315425,0,0,0,0,0,0,0,0,0,1,0,0
1157,103.63,1,0,17,14,11.6,0,-0.19847264057429248,0,0,0,0,0,0,0,0,0,0,0,1
4092,122.2,1,0,4,13,27.4,0,0.05220603576907276,0,0,0,0,0,0,0,0,0,0,1,0
17209,30.69,1,0,17,9,137.7,0,-1.0515279944891036,0,0,0,0,0,0,0,0,0,1,0,0
9299,41.49,0,1,11,16,154.4,0,-0.918575305778289,0,0,0,0,0,0,0,0,0,1,0,0
7409,120.28,0,1,18,12,1028.3,0,0.02029595096134272,0,0,0,0,0,0,0,1,0,0,0,0
19109,52.45,0,0,6,14,730.1,0,-0.8051458183489589,0,0,0,0,0,0,0,0,0,0,0,1
15919,131.68,0,1,13,12,140.5,0,0.1635652461267628,0,0,0,0,0,0,0,1,0,0,0,0
14142,70.17,0,0,9,15,1477.1,0,-0.5655120546462377,0,0,0,0,0,0,0,0,0,1,0,0
10124,26.02,0,0,12,19,314.2,0,-1.0694553628726768,0,0,0,0,1,0,0,0,0,0,0,0
1270,130.44,0,0,20,14,511.1,0,0.13272688352752424,0,0,0,1,0,0,0,0,0,0,0,0
11808,24.52,1,0,16,11,46.2,0,-1.1166955097158857,0,0,0,0,0,0,1,0,0,0,0,0
2428,35.21,0,0,14,15,22.4,0,-0.9759725469198703,0,0,1,0,0,0,0,0,0,0,0,0
16662,33.64,0,0,14,12,526.3,0,-1.0685506922958494,0,0,0,0,0,0,0,1,0,0,0,0
252,123.64,0,0,16,15,232.4,0,0.01594626682348174,0,0,1,0,0,0,0,0,0,0,0,0
1685,76.26,0,0,14,9,1110.3,0,-0.5229088436945077,0,0,0,0,0,0,0,0,0,0,0,1
13819,50.33,0,0,19,18,1327.8,0,-0.8260285333040044,0,0,0,0,0,0,0,0,0,0,1,0
7788,224.82,0,0,3,13,676.5,0,1.2380605299136964,0,0,0,1,0,0,0,0,0,0,0,0
18731,134.8,0,1,17,13,1081.2,0,0.2301113038148672,0,0,0,0,0,0,0,0,0,1,0,0
141,58.95,0,0,11,19,447.3,0,-0.7036351256958059,0,0,0,0,0,0,0,0,0,1,0,0
7301,157.12,1,1,19,14,401.9,0,0.4355826208396763,0,0,0,0,0,0,0,0,0,0,0,1
12560,101.21,0,0,6,22,11.5,0,-0.21936593138993452,0,0,0,0,0,0,0,1,0,0,0,0
15437,144.75,0,1,10,15,179.1,0,0.3277617548813294,0,0,0,0,0,0,0,0,0,0,1,0
16060,148.53,0,0,22,13,681.1,0,0.33375920159222827,0,0,0,0,0,0,0,0,0,0,0,1
13659,121.89,1,0,12,14,145.8,0,-0.014670387531259994,0,0,0,0,0,0,0,0,1,0,0,0
11782,171.41,0,0,3,13,294.5,0,0.5517820887450007,0,0,1,0,0,0,0,0,0,0,0,0
6192,194.95,0,1,22,12,65.4,0,0.9587098342948436,0,0,0,0,0,0,0,1,0,0,0,0
19911,194.2,0,1,14,17,126.5,0,0.8751184049718496,0,0,0,0,0,0,0,0,0,0,0,1
17034,233.0,1,0,14,14,112.0,0,1.2510715924385059,0,0,0,0,0,0,0,0,1,0,0,0
8861,30.04,0,0,12,12,597.3,0,-1.0595297766800322,0,0,0,0,0,0,0,0,0,1,0,0
18637,87.22,0,0,14,7,160.6,0,-0.3890921245975391,0,0,0,0,0,1,0,0,0,0,0,0
1140,67.28,0,0,10,14,177.6,0,-0.6010892093105205,0,0,0,0,0,0,0,0,0,1,0,0
2396,157.53,0,0,22,16,204.0,0,0.3913330699984174,0,0,0,0,0,0,0,0,1,0,0,0
11010,99.85,0,0,20,12,29.4,0,-0.2509060296704044,0,0,1,0,0,0,0,0,0,0,0,0
9078,21.56,0,0,22,17,62.9,0,-1.1414459066853053,0,0,0,0,0,1,0,0,0,0,0,0
2177,60.16,0,0,15,11,341.2,0,-0.690359031581823,0,0,0,1,0,0,0,0,0,0,0,0
17956,271.37,0,0,14,13,29.4,0,1.688174641411955,0,0,0,0,0,0,0,0,1,0,0,0
12141,236.56,0,0,1,7,15.8,1,1.329927434810322,0,0,0,0,0,0,1,0,0,0,0,0
12233,82.51,0,0,21,13,446.1,0,-0.4475780575697114,0,0,0,0,0,0,1,0,0,0,0,0
4888,346.5,0,0,20,12,504.9,0,2.544039954661244,0,0,0,0,0,0,0,0,1,0,0,0
18060,235.4,0,1,1,8,46.5,1,1.3634914984520425,0,0,0,0,0,0,0,0,0,0,0,1
5012,224.3,0,0,11,12,973.2,0,1.3275654319356402,0,0,0,0,0,0,0,1,0,0,0,0
15038,356.36,0,0,17,19,324.9,0,2.957611091848944,0,0,0,0,0,0,0,0,0,1,0,0
18845,41.13,0,0,22,11,104.3,0,-0.934671488263492,0,0,0,0,0,0,0,0,1,0,0,0
16574,110.51,0,0,21,17,161.4,0,-0.11691907544944465,0,0,0,0,0,0,0,0,0,0,0,1
1168,165.57,0,0,3,10,911.6,0,0.5821772791348631,0,0,0,0,0,0,0,0,0,0,1,0
2643,143.02,0,0,8,11,325.8,0,0.22603817188518466,0,0,0,0,0,0,0,0,1,0,0,0
11975,121.82,1,0,4,14,324.1,0,0.010455665389486255,0,0,0,0,1,0,0,0,0,0,0,0
12571,69.31,0,0,20,17,839.0,0,-0.5831985858895843,0,0,0,1,0,0,0,0,0,0,0,0
16587,174.51,0,0,15,9,57.1,0,0.5865547713482392,0,0,1,0,0,0,0,0,0,0,0,0
17744,205.96,1,0,16,10,30.3,0,1.0145181034992057,0,0,0,0,0,0,0,0,0,0,0,1
17706,35.68,0,0,20,13,82.2,1,-0.9707005595574438,0,0,1,0,0,0,0,0,0,0,0,0
18555,39.39,0,0,12,11,171.1,0,-0.9187412663396379,0,0,0,0,1,0,0,0,0,0,0,0
6472,217.76,0,0,6,19,130.2,0,1.1066779441465515,0,0,0,0,0,1,0,0,0,0,0,0
16214,65.29,0,0,10,16,55.4,0,-0.6594457998819822,0,0,0,0,0,0,0,0,1,0,0,0
11583,38.26,0,0,2,16,104.3,0,-0.9417607140360387,0,0,1,0,0,0,0,0,0,0,0,0
950,339.93,0,0,18,14,588.7,0,2.5226618895154442,0,0,0,0,0,0,1,0,0,0,0,0
10057,123.91,0,0,9,13,129.3,0,0.031313910504503835,0,0,0,0,0,1,0,0,0,0,0,0
9281,156.72,0,0,16,12,129.2,0,0.4999560201612606,0,0,0,0,0,0,0,0,0,1,0,0
10067,146.29,0,0,16,8,1006.6,0,0.3465801942353371,0,0,0,0,0,0,0,0,0,0,1,0
13386,77.17,0,0,16,15,151.9,0,-0.4911460063113335,0,0,0,1,0,0,0,0,0,0,0,0
16321,93.84,0,0,11,19,153.7,0,-0.31198827396617523,0,0,0,0,0,0,0,1,0,0,0,0
1955,219.88,0,0,10,12,188.2,0,1.180205600764007,0,0,0,1,0,0,0,0,0,0,0,0
13856,184.49,0,0,17,13,119.3,0,0.72911788603896,0,0,0,0,0,0,1,0,0,0,0,0
1299,42.77,0,0,6,10,364.4,0,-0.89841478091495,0,0,0,0,0,1,0,0,0,0,0,0
11659,30.3,0,1,6,10,284.9,0,-1.0580445927821902,0,0,0,0,0,0,0,0,1,0,0,0
15405,228.9,0,0,13,16,197.5,0,1.196647096119255,0,0,1,0,0,0,0,0,0,0,0,0
627,94.62,0,0,10,18,18.0,0,-0.3253245482168464,0,0,0,0,0,0,0,0,1,0,0,0
2509,56.34,0,0,22,14,401.4,0,-0.7614023359339074,0,0,0,0,0,0,0,0,1,0,0,0
8819,154.59,0,0,6,18,99.4,0,0.3841168200073922,0,0,0,0,0,0,1,0,0,0,0,0
1751,149.82,0,0,19,21,387.8,0,0.3490504950531371,0,0,0,0,0,0,0,0,0,0,0,1
10474,115.17,0,0,10,16,276.8,0,-0.04392388222245519,0,0,0,0,0,0,0,1,0,0,0,0
8414,81.92,0,0,11,13,818.1,0,-0.47000030328494136,0,0,0,0,0,0,0,0,1,0,0,0
3576,125.25,0,0,19,17,144.6,0,0.0236060327072281,0,0,0,0,0,0,0,0,1,0,0,0
19204,18.16,0,0,12,10,559.8,0,-1.1672223012376828,0,0,1,0,0,0,0,0,0,0,0,0
3027,156.22,0,0,18,12,73.4,0,0.4938008030913155,0,0,0,0,0,0,0,0,0,1,0,0
11218,121.04,0,0,17,10,728.7,0,0.007900552568672586,0,0,0,0,0,0,0,0,0,0,0,1
4055,507.81,1,1,15,4,144.4,1,4.361550214438676,0,0,0,0,1,0,0,0,0,0,0,0
8450,46.27,0,0,9,11,20.4,0,-0.8519125889870254,0,0,1,0,0,0,0,0,0,0,0,0
84,393.44,0,0,7,19,127.1,0,3.0723077895707886,0,0,0,0,1,0,0,0,0,0,0,0
10245,202.6,0,0,22,14,176.2,0,0.9329696996072501,0,0,0,0,0,1,0,0,0,0,0,0
13653,30.28,0,0,9,16,310.7,0,-1.1107774319235522,0,0,0,0,0,0,0,1,0,0,0,0
19896,199.84,0,0,14,13,442.6,0,1.0201648214315897,0,0,0,0,0,0,0,1,0,0,0,0
6487,217.73,0,0,17,9,256.4,0,1.2195602640082692,0,0,0,0,0,0,0,0,0,0,1,0
4332,47.76,0,0,18,16,557.7,0,-0.8413888837211776,0,0,0,0,0,0,0,0,0,1,0,0
