transaction_id,amount,merchant_category,device_change_flag,ip_change_flag,hour_of_day,user_txn_count_30d,time_since_last_txn_min,is_fraud
5664,77.97,pharmacy,0,0,20,13,110.5,0
3607,30.42,jewelry,1,0,20,10,56.1,0
6745,46.31,online_retail,0,0,15,13,349.6,0
4970,96.05,utilities,0,0,19,15,465.7,0
9817,184.08,jewelry,0,0,21,14,81.9,0
4744,238.73,travel,0,1,3,13,172.7,0
7086,93.59,dining,0,0,22,18,752.5,0
16981,212.59,dining,0,1,18,12,356.5,0
19172,38.52,dining,0,1,21,14,679.3,0
7796,90.85,fuel,0,0,14,17,224.3,0
3931,297.17,entertainment,0,0,21,9,238.5,0
16024,149.65,utilities,0,0,4,14,720.3,0
11175,128.5,grocery,0,0,11,12,111.0,0
14681,85.18,fuel,0,0,8,19,43.3,0
7510,98.52,pharmacy,0,0,19,12,97.6,0
6753,76.95,electronics,0,0,10,14,128.3,0
5916,119.32,entertainment,0,0,11,16,42.2,0
11333,385.1,dining,1,0,3,8,22.1,1
5102,139.91,jewelry,0,0,11,12,111.6,1
2026,73.33,travel,0,0,13,15,193.0,0
6124,97.52,entertainment,0,0,6,13,156.7,0
17820,67.89,jewelry,1,1,4,18,608.4,0
12054,238.32,entertainment,0,0,13,8,18.4,0
6268,485.25,online_retail,0,0,7,15,160.9,0
16146,155.74,pharmacy,0,0,20,12,612.7,0
4761,66.4,entertainment,0,0,14,10,399.5,0
9787,110.23,dining,0,1,11,14,268.6,0
908,180.07,dining,0,0,10,13,149.1,0
14162,78.38,entertainment,0,0,5,10,156.7,0
16062,158.54,dining,0,0,3,16,358.0,0
2550,79.11,pharmacy,0,0,3,12,75.8,0
17440,50.11,fuel,0,0,11,14,220.1,0
8026,22.25,jewelry,0,0,21,17,303.8,0
14978,142.79,utilities,1,0,11,13,304.7,0
18029,72.17,entertainment,0,0,15,23,40.1,0
16788,345.69,dining,1,0,14,18,224.1,0
14657,85.44,jewelry,1,0,14,17,25.5,0
1665,495.53,online_retail,0,0,11,17,763.8,0
3945,106.62,entertainment,0,0,4,17,116.4,0
6524,177.09,online_retail,0,0,12,22,248.9,0
13807,25.49,jewelry,0,0,15,16,10.5,0
7908,23.63,utilities,0,0,15,13,507.9,0
1493,69.99,entertainment,0,0,7,14,445.0,0
17311,220.17,grocery,0,0,10,9,861.5,0
1873,135.04,electronics,0,0,16,11,765.1,0
15206,120.39,dining,0,0,6,17,175.8,0
16454,25.21,electronics,0,1,22,10,39.1,0
14265,170.15,grocery,0,0,18,6,656.1,0
19556,49.69,utilities,0,0,10,14,338.5,0
3698,100.62,jewelry,0,1,18,12,43.6,0
833,266.42,grocery,1,0,14,22,178.2,0
13792,52.5,online_retail,0,0,1,20,119.2,1
3368,95.4,online_retail,1,0,18,18,564.5,0
10062,22.18,entertainment,0,0,22,15,154.5,0
18789,37.77,travel,0,1,15,15,439.3,0
16200,104.41,utilities,0,0,9,11,77.3,0
7362,207.98,jewelry,0,0,14,21,110.5,0
9553,125.31,online_retail,0,0,6,21,759.8,0
16728,47.7,entertainment,0,0,15,11,115.4,0
344,16.33,jewelry,0,0,9,17,38.3,0
5108,117.82,electronics,0,0,17,11,741.5,0
17568,104.87,jewelry,0,0,5,18,57.7,0
4179,35.85,jewelry,0,0,14,12,66.0,0
19102,177.35,entertainment,0,0,7,13,196.9,0
11902,74.87,jewelry,0,0,18,11,46.5,0
14786,56.55,jewelry,0,0,9,18,185.4,0
1157,103.63,entertainment,1,0,17,14,11.6,0
4092,122.2,pharmacy,1,0,4,13,27.4,0
17209,30.69,jewelry,1,0,17,9,137.7,0
9299,41.49,jewelry,0,1,11,16,154.4,0
7409,120.28,utilities,0,1,18,12,1028.3,0
19109,52.45,entertainment,0,0,6,14,730.1,0
15919,131.68,utilities,0,1,13,12,140.5,0
14142,70.17,jewelry,0,0,9,15,1477.1,0
10124,26.02,travel,0,0,12,19,314.2,0
1270,130.44,electronics,0,0,20,14,511.1,0
11808,24.52,dining,1,0,16,11,46.2,0
2428,35.21,grocery,0,0,14,15,22.4,0
16662,33.64,utilities,0,0,14,12,526.3,0
252,123.64,grocery,0,0,16,15,232.4,0
1685,76.26,entertainment,0,0,14,9,1110.3,0
13819,50.33,pharmacy,0,0,19,18,1327.8,0
7788,224.82,electronics,0,0,3,13,676.5,0
18731,134.8,jewelry,0,1,17,13,1081.2,0
141,58.95,jewelry,0,0,11,19,447.3,0
7301,157.12,entertainment,1,1,19,14,401.9,0
12560,101.21,utilities,0,0,6,22,11.5,0
15437,144.75,pharmacy,0,1,10,15,179.1,0
16060,148.53,entertainment,0,0,22,13,681.1,0
13659,121.89,online_retail,1,0,12,14,145.8,0
11782,171.41,grocery,0,0,3,13,294.5,0
6192,194.95,utilities,0,1,22,12,65.4,0
19911,194.2,entertainment,0,1,14,17,126.5,0
17034,233.0,online_retail,1,0,14,14,112.0,0
8861,30.04,jewelry,0,0,12,12,597.3,0
18637,87.22,fuel,0,0,14,7,160.6,0
1140,67.28,jewelry,0,0,10,14,177.6,0
2396,157.53,online_retail,0,0,22,16,204.0,0
11010,99.85,grocery,0,0,20,12,29.4,0
9078,21.56,fuel,0,0,22,17,62.9,0
2177,60.16,electronics,0,0,15,11,341.2,0
17956,271.37,online_retail,0,0,14,13,29.4,0
12141,236.56,dining,0,0,1,7,15.8,1
12233,82.51,dining,0,0,21,13,446.1,0
4888,346.5,online_retail,0,0,20,12,504.9,0
18060,235.4,entertainment,0,1,1,8,46.5,1
5012,224.3,utilities,0,0,11,12,973.2,0
15038,356.36,jewelry,0,0,17,19,324.9,0
18845,41.13,online_retail,0,0,22,11,104.3,0
16574,110.51,entertainment,0,0,21,17,161.4,0
1168,165.57,pharmacy,0,0,3,10,911.6,0
2643,143.02,online_retail,0,0,8,11,325.8,0
11975,121.82,travel,1,0,4,14,324.1,0
12571,69.31,electronics,0,0,20,17,839.0,0
16587,174.51,grocery,0,0,15,9,57.1,0
17744,205.96,entertainment,1,0,16,10,30.3,0
17706,35.68,grocery,0,0,20,13,82.2,1
18555,39.39,travel,0,0,12,11,171.1,0
6472,217.76,fuel,0,0,6,19,130.2,0
16214,65.29,online_retail,0,0,10,16,55.4,0
11583,38.26,grocery,0,0,2,16,104.3,0
950,339.93,dining,0,0,18,14,588.7,0
10057,123.91,fuel,0,0,9,13,129.3,0
9281,156.72,jewelry,0,0,16,12,129.2,0
10067,146.29,pharmacy,0,0,16,8,1006.6,0
13386,77.17,electronics,0,0,16,15,151.9,0
16321,93.84,utilities,0,0,11,19,153.7,0
1955,219.88,electronics,0,0,10,12,188.2,0
13856,184.49,dining,0,0,17,13,119.3,0
1299,42.77,fuel,0,0,6,10,364.4,0
11659,30.3,online_retail,0,1,6,10,284.9,0
15405,228.9,grocery,0,0,13,16,197.5,0
627,94.62,online_retail,0,0,10,18,18.0,0
2509,56.34,online_retail,0,0,22,14,401.4,0
8819,154.59,dining,0,0,6,18,99.4,0
1751,149.82,entertainment,0,0,19,21,387.8,0
10474,115.17,utilities,0,0,10,16,276.8,0
8414,81.92,online_retail,0,0,11,13,818.1,0
3576,125.25,online_retail,0,0,19,17,144.6,0
19204,18.16,grocery,0,0,12,10,559.8,0
3027,156.22,jewelry,0,0,18,12,73.4,0
11218,121.04,entertainment,0,0,17,10,728.7,0
4055,507.81,travel,1,1,15,4,144.4,1
8450,46.27,grocery,0,0,9,11,20.4,0
84,393.44,travel,0,0,7,19,127.1,0
10245,202.6,fuel,0,0,22,14,176.2,0
13653,30.28,utilities,0,0,9,16,310.7,0
19896,199.84,utilities,0,0,14,13,442.6,0
6487,217.73,pharmacy,0,0,17,9,256.4,0
4332,47.76,jewelry,0,0,18,16,557.7,0
2180,103.17,jewelry,0,0,6,13,530.4,0
12250,134.41,travel,0,0,10,16,232.5,0
18772,161.76,online_retail,0,0,15,16,95.6,0
10021,307.43,online_retail,0,0,18,10,522.2,0
18734,40.15,fuel,1,1,1,5,4.3,1
4645,117.92,electronics,0,0,7,12,3.6,0
10352,88.5,grocery,0,1,10,12,72.6,0
16642,4.72,grocery,0,0,19,11,54.8,0
8421,45.19,utilities,0,0,21,6,902.2,0
2842,45.38,jewelry,0,0,10,16,46.3,0
6251,3.84,jewelry,0,0,5,14,559.1,0
16926,124.88,electronics,0,0,14,19,74.7,0
15798,118.9,electronics,0,0,12,14,77.6,0
13713,107.75,grocery,0,0,22,18,231.3,0
2857,119.99,pharmacy,0,0,7,12,26.7,0
15095,75.23,dining,0,0,19,24,38.1,0
9184,60.97,entertainment,0,0,20,18,185.6,0
18882,179.95,jewelry,1,0,8,21,199.7,0
6509,191.91,jewelry,0,0,3,19,125.6,0
14267,163.98,pharmacy,0,0,17,10,674.4,0
14469,66.92,online_retail,0,0,17,8,6.7,0
19312,32.4,dining,1,0,18,8,894.0,0
14400,122.02,dining,0,0,6,15,107.1,0
19698,25.3,entertainment,0,0,13,19,1123.5,0
5409,174.28,travel,0,0,13,11,64.5,0
1969,26.28,jewelry,0,0,22,11,492.5,0
15067,69.52,online_retail,0,0,14,9,843.2,0
8944,167.69,fuel,0,0,13,10,157.7,0
18351,161.79,utilities,0,0,0,18,214.0,0
19159,19.61,dining,1,0,22,11,568.4,0
17299,246.88,grocery,0,1,14,9,530.0,0
15592,172.97,pharmacy,0,0,8,22,176.3,0
5169,173.69,jewelry,1,0,2,7,40.0,1
5499,37.35,entertainment,0,0,10,13,648.3,0
9543,138.57,electronics,0,0,12,10,81.5,0
145,54.42,grocery,0,1,13,10,369.0,0
19226,163.31,online_retail,0,0,16,16,265.8,0
14201,56.48,jewelry,0,0,11,18,144.1,0
11306,38.83,entertainment,0,0,2,13,33.6,0
15402,84.07,fuel,0,0,10,9,178.6,0
3780,204.33,online_retail,0,0,19,8,334.0,0
19846,253.54,grocery,1,0,21,17,434.6,0
3527,199.4,jewelry,0,0,9,13,58.3,0
15617,158.75,pharmacy,1,0,13,11,75.3,0
154,134.44,grocery,0,0,21,15,326.1,0
11499,33.75,utilities,0,1,12,12,67.2,0
14876,108.04,entertainment,0,0,3,8,401.5,0
2209,273.25,entertainment,0,0,11,16,466.8,0
11724,115.32,online_retail,0,0,8,11,157.5,0
4412,160.12,travel,0,0,8,13,85.4,0
19587,139.33,utilities,0,0,16,14,426.1,0
575,14.89,online_retail,0,0,20,14,299.6,0
10234,278.76,entertainment,0,0,10,17,141.4,0
1107,48.44,online_retail,0,0,6,14,353.5,0
681,142.38,pharmacy,0,1,0,17,306.5,0
4520,87.77,fuel,0,0,6,18,205.0,0
1055,226.05,entertainment,0,0,8,15,334.3,0
9009,326.7,online_retail,0,0,13,16,1476.4,0
3004,74.94,jewelry,0,0,19,15,523.6,0
16316,47.71,fuel,0,0,14,12,278.7,0
19940,180.25,dining,0,0,15,19,346.0,0
4524,161.17,grocery,0,0,10,19,98.4,0
13755,37.84,travel,0,0,16,17,368.3,0
8785,59.32,pharmacy,1,0,1,22,344.5,0
7950,42.59,pharmacy,1,0,20,11,40.9,0
12329,111.07,entertainment,0,0,6,14,204.8,0
16863,132.66,travel,0,0,21,19,819.0,0
1274,88.18,electronics,0,0,15,12,441.2,0
1280,34.3,electronics,0,0,14,10,752.3,0
3393,164.89,travel,0,0,21,9,29.5,0
15063,44.71,utilities,0,0,17,15,865.4,0
14635,189.51,entertainment,0,0,7,13,158.6,0
11007,119.66,grocery,0,0,20,10,217.6,0
13788,121.53,jewelry,0,0,9,11,1230.7,0
16893,122.13,grocery,1,0,20,9,2064.6,0
2164,118.42,jewelry,0,0,1,13,146.0,0
15590,43.5,electronics,0,0,18,16,383.1,0
15510,39.26,jewelry,0,1,22,15,2084.0,0
16359,74.74,electronics,0,0,10,17,482.1,0
14357,43.63,electronics,0,0,22,11,54.1,0
4952,29.67,electronics,0,0,7,15,875.2,1
14448,47.51,utilities,0,0,22,15,72.3,0
1693,120.9,entertainment,1,0,16,13,182.9,0
201,75.73,entertainment,0,0,14,15,422.2,0
11209,202.25,utilities,0,0,2,4,51.8,1
5243,73.33,dining,0,0,13,20,977.1,0
13762,14.79,travel,0,0,19,9,214.7,0
16769,39.98,entertainment,0,0,7,13,258.0,0
3873,194.41,travel,1,0,16,4,17.7,1
4696,58.28,utilities,0,0,18,10,234.0,0
8322,117.15,grocery,0,0,6,12,89.3,0
3716,41.49,fuel,0,0,22,12,429.4,0
1209,188.22,travel,0,0,21,10,393.5,0
16599,91.87,online_retail,0,0,19,12,166.5,0
10985,209.54,dining,0,0,14,14,151.8,0
19583,96.52,online_retail,0,0,17,17,408.0,0
11412,40.22,travel,0,0,10,6,558.5,0
16975,29.91,utilities,0,1,14,9,564.7,0
2195,191.35,utilities,0,0,20,14,394.3,0
17824,12.64,grocery,0,0,6,14,439.7,0
19224,135.41,dining,0,0,10,8,305.7,0
16339,25.37,electronics,1,0,21,9,303.0,0
4726,39.4,electronics,1,0,15,17,494.7,0
17648,27.68,utilities,0,0,18,14,56.3,0
7986,83.37,fuel,0,0,8,8,435.1,0
8948,209.65,online_retail,0,0,14,15,619.1,0
9081,91.2,entertainment,0,0,13,16,63.7,0
17475,42.69,online_retail,0,0,19,19,3.4,0
11441,105.36,utilities,1,0,17,16,205.5,0
6659,165.95,pharmacy,0,0,20,14,12.0,0
9050,399.17,dining,0,0,17,14,439.6,0
4090,508.71,pharmacy,1,0,3,5,176.7,1
18660,28.71,pharmacy,0,0,14,17,81.1,0
12953,386.61,electronics,0,0,3,11,334.3,0
5567,199.88,entertainment,0,0,5,10,154.3,0
18986,44.94,fuel,0,0,12,14,8.4,0
16173,128.08,utilities,0,0,22,16,49.2,0
19350,105.92,entertainment,0,0,12,9,123.4,0
11377,122.6,electronics,0,0,10,16,79.1,0
12332,144.16,electronics,0,0,22,18,358.1,0
14453,80.11,online_retail,0,0,6,13,963.8,0
10851,163.23,utilities,0,0,16,9,184.3,0
18277,200.89,grocery,0,0,17,14,485.1,0
6243,142.77,fuel,0,0,9,20,560.3,0
14487,418.36,jewelry,0,0,21,22,221.5,0
15329,117.94,pharmacy,0,0,7,16,52.0,0
3987,32.89,utilities,0,1,13,7,13.0,0
16515,62.88,grocery,0,1,15,13,490.9,0
3601,92.96,travel,0,0,19,14,101.3,0
6319,205.18,dining,1,0,13,15,169.6,0
17405,39.68,electronics,0,0,20,8,3.8,0
19073,262.1,grocery,0,0,12,13,30.1,0
13922,46.96,travel,1,0,13,11,257.2,0
13487,95.47,fuel,0,0,21,14,102.3,0
1413,58.85,jewelry,0,0,3,14,126.6,0
8229,123.42,grocery,0,0,9,7,650.8,0
12846,150.68,jewelry,0,0,16,13,305.4,0
12885,85.57,electronics,0,0,19,7,95.4,0
12269,168.25,travel,0,0,18,14,122.1,0
15058,209.56,pharmacy,0,0,7,18,82.5,0
2879,53.16,grocery,0,0,9,8,20.0,0
7449,230.38,entertainment,0,1,12,15,712.2,0
242,88.51,utilities,0,0,21,11,1020.1,0
13017,75.11,pharmacy,1,0,8,13,215.8,0
15607,78.54,pharmacy,0,0,17,14,708.7,0
19489,116.28,travel,0,0,18,13,109.3,0
4707,71.31,dining,0,0,19,25,23.1,0
11137,43.53,fuel,1,0,5,18,16.3,0
17920,55.17,pharmacy,0,0,10,15,70.4,0
13381,258.57,online_retail,1,0,12,13,333.3,0
11722,194.83,fuel,0,0,16,15,99.4,0
13796,53.79,electronics,1,0,10,13,1581.3,0
11862,222.16,pharmacy,1,0,10,8,7.3,1
14563,176.53,entertainment,0,0,8,16,1256.5,0
5599,177.25,utilities,0,1,8,11,524.3,0
5181,32.22,utilities,0,0,14,11,564.1,0
18070,282.72,travel,0,0,20,13,193.0,0
19715,98.59,jewelry,0,0,6,18,834.0,0
2266,86.78,grocery,0,0,12,7,543.3,0
7964,108.94,dining,0,0,15,10,165.2,0
954,95.36,dining,0,0,13,16,392.9,0
3224,295.91,online_retail,0,0,8,20,395.3,0
12212,60.0,grocery,0,1,6,15,189.9,0
6722,71.52,fuel,0,0,2,15,945.5,0
6955,268.82,dining,1,0,18,17,6.5,0
14082,35.55,travel,0,0,22,16,613.9,0
6956,268.08,grocery,0,0,20,13,196.2,0
9688,100.28,entertainment,0,0,14,20,77.7,0
5314,196.99,electronics,0,0,6,16,1722.8,0
7710,61.59,pharmacy,0,0,17,14,706.2,0
7472,158.36,fuel,0,0,11,16,490.6,0
8390,31.36,pharmacy,0,0,17,15,411.1,0
18669,248.35,grocery,0,0,11,11,392.2,0
16220,124.07,entertainment,0,0,19,16,1586.0,0
9372,88.46,electronics,0,0,7,20,492.5,0
16317,165.85,fuel,0,0,20,14,122.4,0
18912,130.82,online_retail,1,1,10,12,980.1,0
7170,49.71,fuel,0,0,10,20,471.9,0
19288,71.89,utilities,0,0,9,20,31.5,0
9970,232.76,grocery,0,1,7,11,26.0,0
9811,118.88,utilities,0,0,17,11,274.4,0
192,73.9,pharmacy,1,0,21,16,78.4,0
8302,80.68,fuel,0,1,8,9,161.4,0
3115,84.26,utilities,1,0,8,9,229.1,0
13380,113.6,travel,0,0,12,10,202.1,0
12516,67.99,online_retail,0,0,11,14,131.4,0
11977,75.42,electronics,0,0,11,12,214.7,0
10834,134.29,pharmacy,0,1,15,10,110.2,0
5868,76.78,travel,0,1,16,16,89.7,0
16259,262.39,dining,1,1,15,16,510.1,0
17966,380.1,travel,0,0,0,8,181.2,1
13803,24.08,fuel,0,1,10,13,143.1,0
17995,24.01,utilities,0,0,22,13,455.6,0
5441,178.03,fuel,1,0,16,20,222.0,0
10598,96.3,electronics,0,0,6,11,146.8,0
5363,111.44,jewelry,1,0,14,21,314.2,0
919,105.52,utilities,1,0,6,12,14.5,0
11900,75.73,travel,1,1,16,17,282.4,0
17468,52.48,online_retail,0,0,1,23,375.5,0
8943,213.57,dining,0,0,16,18,925.6,0
16467,37.43,online_retail,0,1,8,16,539.6,0
18987,130.09,travel,0,0,22,12,303.6,0
10313,245.86,fuel,0,0,7,9,176.7,0
13826,103.49,travel,0,0,17,26,439.1,0
13007,79.11,fuel,0,0,15,11,256.2,0
13949,58.31,entertainment,0,0,14,8,48.0,0
144,51.45,entertainment,0,0,7,12,107.7,0
12872,60.66,entertainment,0,0,9,16,25.7,0
18031,80.85,online_retail,1,1,8,21,147.2,1
5690,91.57,dining,1,0,14,10,172.1,0
18531,78.03,pharmacy,0,0,18,9,114.6,0
7008,527.28,entertainment,1,0,3,11,153.5,1
14853,112.69,online_retail,0,0,8,13,481.3,0
8356,91.02,travel,0,0,4,7,305.0,0
6311,149.37,pharmacy,0,0,18,10,17.7,0
7187,87.97,travel,1,0,10,15,0.3,1
13088,71.81,fuel,0,0,16,17,129.2,0
5227,81.33,fuel,0,0,13,13,1168.7,0
17841,205.91,travel,0,0,14,13,676.5,0
10557,168.4,travel,1,1,20,17,634.0,0
1798,105.14,online_retail,0,0,7,15,444.4,0
2204,74.33,pharmacy,0,0,15,12,1382.4,0
19423,163.14,pharmacy,0,0,10,12,38.5,0
7641,71.69,entertainment,0,0,19,16,121.8,0
11151,63.44,entertainment,0,1,6,15,234.0,0
2895,16.25,entertainment,0,0,21,14,517.2,0
2292,137.73,entertainment,0,1,12,23,230.1,0
14619,180.26,fuel,0,0,19,10,397.8,0
8023,151.13,dining,0,0,13,17,148.9,0
14662,121.34,jewelry,0,0,22,12,51.6,0
822,92.79,jewelry,0,0,21,11,705.7,0
19494,106.67,entertainment,1,1,1,22,532.5,0
15819,113.16,travel,0,0,14,17,144.7,0
9494,80.82,pharmacy,1,0,18,21,350.3,0
9520,47.2,electronics,0,0,3,10,229.0,0
14582,45.96,dining,1,0,7,13,625.1,0
12083,151.31,online_retail,0,0,19,15,330.4,0
4463,66.04,jewelry,0,0,20,10,525.3,0
643,491.11,pharmacy,0,0,21,14,371.1,0
18019,6.55,travel,0,0,11,11,820.7,0
12331,146.05,fuel,0,0,13,11,40.8,0
8747,315.65,entertainment,0,0,18,13,364.6,0
1332,105.03,fuel,0,0,15,16,76.1,0
8078,128.94,utilities,0,0,11,9,250.1,0
10007,33.1,online_retail,0,0,22,13,486.2,0
4993,176.61,pharmacy,0,0,7,16,11.7,0
599,106.08,online_retail,0,0,16,11,78.9,0
2514,66.96,entertainment,0,0,16,14,350.6,0
2182,27.6,entertainment,0,0,14,19,23.1,0
9395,228.84,travel,0,0,20,15,487.4,0
10160,74.11,pharmacy,0,0,19,14,361.4,0
11990,114.19,dining,0,0,14,17,217.6,0
19145,39.46,grocery,0,1,13,13,517.4,0
17318,160.22,dining,0,0,15,17,204.2,0
1151,75.99,pharmacy,0,0,22,16,160.8,0
13738,23.81,travel,0,0,7,8,1021.1,0
16858,66.14,jewelry,0,0,12,14,58.5,0
17491,170.33,jewelry,0,0,11,14,610.9,0
18362,64.63,entertainment,0,0,7,19,142.9,0
19653,224.93,pharmacy,0,0,12,14,70.2,0
2378,104.39,utilities,0,0,21,15,180.4,0
8533,51.52,travel,0,1,16,13,249.1,0
10222,100.93,grocery,0,0,12,14,81.0,0
3998,66.72,travel,0,0,6,13,52.8,0
2621,104.3,travel,0,1,2,17,254.6,0
5083,95.73,travel,0,1,13,17,122.2,0
5212,82.29,entertainment,0,1,8,7,334.6,0
2629,215.42,utilities,1,0,21,14,181.6,0
3538,185.99,utilities,0,0,16,9,8.3,0
4151,27.62,entertainment,0,0,8,16,20.3,0
14026,52.91,pharmacy,0,0,16,21,316.2,0
13313,139.42,dining,0,0,11,16,19.3,0
3307,127.16,pharmacy,0,0,20,16,328.8,0
12809,44.05,entertainment,0,0,9,19,0.3,0
13406,78.93,jewelry,0,0,6,11,523.6,0
3617,152.13,online_retail,0,0,11,13,79.9,0
8062,97.92,fuel,0,0,15,17,94.9,0
10430,18.9,grocery,0,0,18,13,687.1,0
9678,131.44,entertainment,0,0,20,12,96.1,0
1817,13.26,electronics,1,0,17,12,489.9,0
2406,168.95,dining,0,0,11,15,160.9,0
4298,120.81,pharmacy,0,0,2,15,88.0,0
4738,153.56,utilities,0,0,0,25,5.6,0
15458,152.1,online_retail,1,0,11,12,39.9,0
7045,9.85,online_retail,0,0,14,12,852.7,0
2250,73.26,entertainment,0,0,4,16,406.3,0
14408,23.81,online_retail,0,0,17,20,950.5,0
17640,77.9,dining,0,1,14,13,111.2,0
19579,51.88,travel,0,0,16,11,146.9,0
19256,100.55,utilities,0,0,17,16,157.5,0
17483,69.58,dining,0,1,22,11,122.9,0
4219,242.39,dining,1,0,14,13,171.6,0
18917,74.19,grocery,0,1,20,16,340.8,0
11260,145.96,pharmacy,0,0,0,12,704.1,0
1510,201.73,utilities,0,0,14,8,95.5,0
18333,144.32,dining,0,0,9,9,190.3,0
